ACAD,Quarter,School No,School Name,School Type,Offering,SSF Date,Orientation Status,Orientation Date,Meeting Id
Unassigned,Apr-Jun,203718,"Presidency School, Mangalore",New School,Ei ASSET,2025-04-30T00:00:00.000,Pending,,
Unassigned,Apr-Jun,5623,"St. Paul's English School, J. P. Nagar",New School,Ei ASSET,2025-04-30T00:00:00.000,Pending,,
Unassigned,Apr-Jun,2379583,"Presidency School, Bangalore East",New School,Ei ASSET,2025-04-30T00:00:00.000,Pending,,
Unassigned,Apr-Jun,559960,"Presidency School, Bangalore South",New School,Ei ASSET,2025-04-30T00:00:00.000,Pending,,
Unassigned,Apr-Jun,172149,"Presidency School, R.T. Nagar",New School,Ei ASSET,2025-04-30T00:00:00.000,Pending,,
Unassigned,Apr-Jun,5045366,"Presidency School, Banashankari",New School,Ei ASSET,2025-04-30T00:00:00.000,Pending,,
Unassigned,Apr-Jun,3153272,"Presidency School, Bangalore North",New School,Ei ASSET,2025-04-30T00:00:00.000,Pending,,
Unassigned,Apr-Jun,185694,"Presidency School, Nandini Layout",New School,Ei ASSET,2025-04-30T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Apr-Jun,3565966,Griffins International School,New School,Ei Mindspark,2025-04-29T00:00:00.000,Pending,,
Bhavishya Bansal,Apr-Jun,3999184,Takshila,New School,Ei CARES,2025-04-28T00:00:00.000,Pending,,
Unassigned,Apr-Jun,5045836,CFCL Education Foundation,New School,Ei ASSET,2025-04-28T00:00:00.000,Pending,,
Aditya Kumar,Apr-Jun,3992445,Golden Gates Vidhyashram,New School,Ei Mindspark,2025-04-26T00:00:00.000,Pending,,
Aditya Kumar,Apr-Jun,5044289,Goldengates global school,New School,Ei Mindspark,2025-04-26T00:00:00.000,Pending,,
Rohit Kumar,Apr-Jun,3469794,Lotus Valley School,New School,"Ei ASSET,Ei CARES",2025-04-26T00:00:00.000,Completed,2025-09-20T05:30:00.000,51788000297165270
Saloni Shah,Apr-Jun,5017865,Priyadarshani Pune Police Public School,New School,Ei ASSET,2025-04-25T00:00:00.000,Pending,,
Saloni Shah,Apr-Jun,5015855,"Priyadarshani School & Jr College, Indrayaninagar",New School,Ei ASSET,2025-04-25T00:00:00.000,Pending,,
Saloni Shah,Apr-Jun,5015866,"Priyadarshani School, Bhosari",New School,Ei ASSET,2025-04-25T00:00:00.000,Pending,,
Saloni Shah,Apr-Jun,4052744,Priyadarshani School and Junior college Moshi,New School,Ei ASSET,2025-04-21T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Apr-Jun,5018144,IEM Public School Ashram Building,New School,Ei ASSET,2025-04-19T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Apr-Jun,5018144,IEM Public School Ashram Building,New School,Ei Mindspark,2025-04-19T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Apr-Jun,5018144,IEM Public School Ashram Building,New School,Ei CARES,2025-04-19T00:00:00.000,Pending,,
Vaishali Yadav,Apr-Jun,5016190,"Seth Anandram Jaipuria School, Greater Noida",New School,Ei ASSET,2025-04-17T00:00:00.000,Pending,,
Tanya Marina Brooks,Apr-Jun,5042511,Lotus Petal Sr. Sec. School,New School,Ei ASSET,2025-04-17T00:00:00.000,Pending,,
Unnati Sharma,Apr-Jun,5035523,KMGIS School,New School,Ei Mindspark,2025-04-16T00:00:00.000,Pending,,
Hetal Parmar,Apr-Jun,96888,J.B. Petit High School,New School,Ei CARES,2025-04-15T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Apr-Jun,3218539,St. Xavier’s High School- Keonjhar,New School,Ei CARES,2025-04-12T00:00:00.000,Pending,,
Rohit Kumar,Apr-Jun,1512812,Kamla Nehru Higher Secondary School,New School,Ei Mindspark,2025-04-11T00:00:00.000,Pending,,
Tanya Marina Brooks,Apr-Jun,950643,Kalka Public School,New School,Ei CARES,2025-04-09T00:00:00.000,Pending,,
Gargi Ghosh,Apr-Jun,4165785,Don Bosco School Kalyani,New School,Ei CARES,2025-04-08T00:00:00.000,Pending,,
Sudhi Malhotra,Apr-Jun,621568,Our Lady Of The Snows High School,New School,Ei CARES,2025-04-05T00:00:00.000,Pending,,
Demo,Apr-Jun,5039655,Demo prepost testing national,New School,Ei Mindspark,2025-04-04T00:00:00.000,Pending,,
Vineeth T V,Apr-Jun,5032729,Fathima Central Senior Secondary School,New School,Ei CARES,2025-04-03T00:00:00.000,Completed,2025-08-28T15:03:44.000,51788000295530890
Rohit Kumar,Apr-Jun,1512812,Kamla Nehru Higher Secondary School,New School,Ei CARES,2025-04-01T00:00:00.000,Pending,,
Tanya Marina Brooks,Jan-Mar,5018499,Gurukul Global School,New School,Ei CARES,2025-03-29T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Jan-Mar,3992708,Gyanjyoti Kanchanben Rasiklal Vidyalaya,New School,Ei CARES,2025-03-29T00:00:00.000,Completed,2025-08-20T12:00:00.000,51788000295182600
Ishita Jethwa,Jan-Mar,241346,Army Public School,New School,Ei Mindspark,2025-03-28T00:00:00.000,Pending,,
Shruti Chauhan,Jan-Mar,3791464,"Amneev Vision School , Etawah",New School,Ei CARES,2025-03-28T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Jan-Mar,5040879,Holy Mary Academy,New School,Ei CARES,2025-03-28T00:00:00.000,Pending,,
Ishita Jethwa,Jan-Mar,5040517,"ARMY PUBLIC SCHOOL, Dhrangadhra",New School,Ei Mindspark,2025-03-28T00:00:00.000,Pending,,
Tanya Marina Brooks,Jan-Mar,3301477,The Tons Bridge,New School,Ei CARES,2025-03-27T00:00:00.000,Pending,,
Tanya Marina Brooks,Jan-Mar,5018499,Gurukul Global School,New School,Ei ASSET,2025-03-27T00:00:00.000,Pending,,
Shruti Chauhan,Jan-Mar,3583679,"Billabong High International School, Indore",New School,Ei Mindspark,2025-03-26T00:00:00.000,Pending,,
Tanya Marina Brooks,Jan-Mar,3253126,"Manav Rachna International School - Charmwood, Faridabad",New School,Ei ASSET,2025-03-26T00:00:00.000,Pending,,
Sudhi Malhotra,Jan-Mar,5039845,Chandigarh Baptist Senior Secondary School,New School,Ei ASSET,2025-03-26T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Jan-Mar,3989841,Aditya Birla Public School- Rayagada,New School,Ei CARES,2025-03-26T00:00:00.000,Pending,,
Sudhi Malhotra,Jan-Mar,5039845,Chandigarh Baptist Senior Secondary School,New School,Ei Mindspark,2025-03-26T00:00:00.000,Pending,,
Pooja Kapoor,Jan-Mar,5018473,The Heritage School Rampurhat,New School,Ei Mindspark,2025-03-25T00:00:00.000,Pending,,
Unnati Sharma,Jan-Mar,3386433,Takshashila International School,New School,Ei CARES,2025-03-22T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Jan-Mar,5038577,St. Mary's High School,New School,Ei CARES,2025-03-22T00:00:00.000,Pending,,
Pooja Kapoor,Jan-Mar,5016478,SPK Jain Futuristic Academy,New School,Ei Mindspark,2025-03-21T00:00:00.000,Pending,,
Vineeth T V,Jan-Mar,188264,Sir Sivaswami Kalalaya Senior Secondary School,New School,Ei ASSET,2025-03-20T00:00:00.000,Pending,,
Aditya Kumar,Jan-Mar,3795896,Thangam World School,New School,Ei Mindspark,2025-03-20T00:00:00.000,Pending,,
Anushka Gupta,Jan-Mar,5018445,Holy Angels' School,New School,Ei CARES,2025-03-19T00:00:00.000,Pending,,
Sudhi Malhotra,Jan-Mar,5037382,SBS Model High School,New School,Ei CARES,2025-03-19T00:00:00.000,Pending,,
Ishita Jethwa,Jan-Mar,5023577,Paras English Medium and Kishor Excellency school,New School,Ei CARES,2025-03-19T00:00:00.000,Pending,,
Pooja Kapoor,Jan-Mar,1110834,Mother's International Academy,New School,Ei CARES,2025-03-18T00:00:00.000,Pending,,
Pooja Kapoor,Jan-Mar,3328193,The Ramakrishna Vivekananad Vidya Mandir,New School,"Ei CARES,Ei Mindspark",2025-03-18T00:00:00.000,Completed,2025-12-23T19:20:00.000,51788000303261180
Demo,Jan-Mar,5036528,Demo for Prepost Testing,New School,Ei Mindspark,2025-03-18T00:00:00.000,Pending,,
Rohit Kumar,Jan-Mar,2037085,Satya Prakash Public School,New School,Ei CARES,2025-03-17T00:00:00.000,Pending,,
Rohit Kumar,Jan-Mar,5018655,Shivpuri Public School,New School,Ei CARES,2025-03-13T00:00:00.000,Pending,,
Rohit Kumar,Jan-Mar,3316343,Scholars Academy,New School,Ei CARES,2025-03-13T00:00:00.000,Pending,,
Aditya Kumar,Jan-Mar,5018578,Vidhya Vishwalaya,New School,"Ei ASSET,Ei CARES",2025-03-08T00:00:00.000,Pending,,
Aarti Iyer,Jan-Mar,5017448,Delhi Public School Hinjawadi Pune,New School,Ei ASSET,2025-03-07T00:00:00.000,Completed,2025-11-24T17:00:00.000,51788000301477280
Aditya Kumar,Jan-Mar,5018506,AADHAV PUBLIC SCHOOL,New School,Ei Mindspark,2025-03-07T00:00:00.000,Pending,,
Pooja Kapoor,Jan-Mar,3996980,Scholars Abode School,New School,Ei CARES,2025-03-06T00:00:00.000,Completed,2025-12-24T15:00:00.000,51788000303438000
Aditya Kumar,Jan-Mar,3187344,Yagappa International Residential School,New School,Ei Mindspark,2025-03-05T00:00:00.000,Pending,,
Demo,Jan-Mar,5029955,Internal Mindspark Demo School,New School,Ei Mindspark,2025-03-05T00:00:00.000,Pending,,
Pooja Kapoor,Jan-Mar,3442227,Assam Heights Public School,New School,Ei Mindspark,2025-03-05T00:00:00.000,Pending,,
Aditya Kumar,Jan-Mar,5018506,AADHAV PUBLIC SCHOOL,New School,Ei CARES,2025-03-05T00:00:00.000,Pending,,
Tanya Marina Brooks,Jan-Mar,641697,LT. Atul Katarya Memorial School,New School,Ei CARES,2025-03-04T00:00:00.000,Pending,,
Ishita Jethwa,Jan-Mar,3395252,Vedaant Multipurpose School,New School,Ei CARES,2025-03-03T00:00:00.000,Pending,,
Tanya Marina Brooks,Jan-Mar,201355,East Point School,New School,Ei Mindspark,2025-03-03T00:00:00.000,Pending,,
Aditya Kumar,Jan-Mar,5018668,RSK International,New School,Ei CARES,2025-03-01T00:00:00.000,Pending,,
Saloni Shah,Jan-Mar,3589593,Lokmanya Tilak International School,New School,Ei ASSET,2025-03-01T00:00:00.000,Pending,,
Manavi Khandelwal,Jan-Mar,3915751,Springfields international school,New School,Ei ASSET,2025-02-28T00:00:00.000,Pending,,
Shruti Chauhan,Jan-Mar,1114832,Spring Wood Senior Secondary School,New School,Ei CARES,2025-02-28T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Jan-Mar,1155556,Nml Kerala Public School,New School,Ei CARES,2025-02-27T00:00:00.000,Pending,,
Saloni Shah,Jan-Mar,5026233,St Mary's (Cambridge Board),New School,Ei Mindspark,2025-02-27T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Jan-Mar,1155119,Kerala Public School_ Burmamines,New School,Ei CARES,2025-02-27T00:00:00.000,Pending,,
Aditya Kumar,Jan-Mar,5024546,SOWDAMBIKA MOUNT LITERA ZEE SCHOOL,New School,Ei CARES,2025-02-26T00:00:00.000,Pending,,
Aditya Kumar,Jan-Mar,5018668,RSK International,New School,Ei Mindspark,2025-02-26T00:00:00.000,Pending,,
Ishita Jethwa,Jan-Mar,28486,Anand Vidya Vihar,New School,Ei CARES,2025-02-24T00:00:00.000,Pending,,
Tanya Marina Brooks,Jan-Mar,253271,Mount St. Mary'S School,New School,"Ei ASSET,Ei CARES",2025-02-24T00:00:00.000,Pending,,
Pooja Kapoor,Jan-Mar,119874,M P Birla Foundation Higher Secondary School,New School,Ei Mindspark,2025-02-21T00:00:00.000,Pending,,
Aditya Kumar,Jan-Mar,5018471,Mahatma Global Gatway Cambridge International Education,New School,Ei Mindspark,2025-02-20T00:00:00.000,Pending,,
Demo,Jan-Mar,5022171,Aakash Institute Pilot 02,New School,Ei Mindspark,2025-02-19T00:00:00.000,Pending,,
Demo,Jan-Mar,5022078,Aakash Institute Pilot 01,New School,Ei Mindspark,2025-02-19T00:00:00.000,Pending,,
Bhavishya Bansal,Jan-Mar,3997080,Seven Star Senior Secondary Public School,New School,Ei CARES,2025-02-18T00:00:00.000,Pending,,
Preeti Kapoor,Jan-Mar,516721,Fravashi International Academy,New School,Ei ASSET,2025-02-13T00:00:00.000,Pending,,
Rohit Kumar,Jan-Mar,3303311,Delhi Public School jagdalpur,New School,Ei ASSET,2025-02-13T00:00:00.000,Completed,2025-09-25T21:00:39.000,51788000297561570
Rohit Kumar,Jan-Mar,4082390,The Oriental School,New School,"Ei ASSET,Ei CARES",2025-02-13T00:00:00.000,Pending,,
Gargi Ghosh,Jan-Mar,3460346,Silver Point School,New School,Ei Mindspark,2025-02-13T00:00:00.000,Pending,,
Manavi Khandelwal,Jan-Mar,4000011,Viswabharathi Wisewoods (Em) High School,New School,Ei CARES,2025-02-08T00:00:00.000,Pending,,
Jasper Jessie,Jan-Mar,2459310,Sri Aham Aathma Vidyalaya,New School,Ei Mindspark,2025-02-07T00:00:00.000,Pending,,
Vaishali Yadav,Jan-Mar,1338674,Inspiration Sr Sec School,New School,Ei CARES,2025-02-05T00:00:00.000,Pending,,
Vaishali Yadav,Jan-Mar,3395953,BLM Sr. Secondary School,New School,Ei CARES,2025-02-05T00:00:00.000,Pending,,
Aditya Kumar,Jan-Mar,207818,Chettinad Vidya Mandir,New School,Ei ASSET,2025-01-31T00:00:00.000,Completed,2025-11-01T14:00:00.000,51788000299432880
Rana Sumit Kumar Singh,Jan-Mar,3565966,Griffins International School,New School,"Ei ASSET,Ei CARES",2025-01-31T00:00:00.000,Pending,,
Unassigned,Jan-Mar,5018218,AKAL University,New School,Ei Mindspark,2025-01-30T00:00:00.000,Pending,,
Demo,Jan-Mar,5018605,Demo testing AP2,New School,Ei Mindspark,2025-01-18T00:00:00.000,Pending,,
Demo,Jan-Mar,5018606,Demo testing AP1,New School,Ei Mindspark,2025-01-18T00:00:00.000,Pending,,
Vaishali Yadav,Oct-Dec,5018537,GRD International School,New School,Ei CARES,2024-12-30T00:00:00.000,Pending,,
Aruna Unnikrishnan,Oct-Dec,3168781,Global City International School,New School,Ei Mindspark,2024-12-26T00:00:00.000,Pending,,
Rohit Kumar,Oct-Dec,3970895,Jindal world School,New School,Ei Mindspark,2024-12-24T00:00:00.000,Pending,,
Aditya Kumar,Oct-Dec,5018430,KRS Krishnamal Ramasubbaiyer school,New School,Ei Mindspark,2024-12-21T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Oct-Dec,3992841,Hind Zinc Vidyalaya,New School,Ei CARES,2024-12-19T00:00:00.000,Pending,,
Gargi Ghosh,Oct-Dec,414020,St. Joseph's Convent,New School,Ei CARES,2024-12-17T00:00:00.000,Pending,,
Jasper Jessie,Oct-Dec,5018435,Khannur Vidyaniketan School,New School,Ei CARES,2024-12-17T00:00:00.000,Pending,,
Aditya Kumar,Oct-Dec,3856532,Sri National School,New School,Ei Mindspark,2024-12-16T00:00:00.000,Pending,,
Jasper Jessie,Oct-Dec,2530317,Green Valley English School,New School,Ei CARES,2024-12-13T00:00:00.000,Pending,,
Aarti Iyer,Oct-Dec,5003047,Sondara Gurukul,New School,Ei Mindspark,2024-12-13T00:00:00.000,Pending,,
Gargi Ghosh,Oct-Dec,5018247,St Joseph's Convent School Katwa,New School,Ei CARES,2024-12-13T00:00:00.000,Completed,2025-10-14T21:42:00.000,51788000298487010
Jasper Jessie,Oct-Dec,5018487,Green Valley English High School,New School,Ei CARES,2024-12-13T00:00:00.000,Pending,,
Gargi Ghosh,Oct-Dec,1940242,Vivekananda Mission School,New School,Ei Mindspark,2024-12-11T00:00:00.000,Pending,,
Shruti Chauhan,Oct-Dec,5018417,"NLK Academy, Bhawanipur, Mandhana",New School,Ei CARES,2024-12-08T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Oct-Dec,3514450,I D M Public School,New School,Ei CARES,2024-11-30T00:00:00.000,Completed,2025-11-06T11:00:00.000,51788000299913140
Bhavishya Bansal,Oct-Dec,3992830,"Him Academy Public School, Vikas Nagar",New School,Ei CARES,2024-11-29T00:00:00.000,Pending,,
Bhavishya Bansal,Oct-Dec,5016248,Him Academy Public School - Hira Nagar,New School,Ei CARES,2024-11-28T00:00:00.000,Pending,,
Aditya Kumar,Oct-Dec,5018453,Swami Matriculation Higher Secondary School,New School,"Ei CARES,Ei Mindspark",2024-11-27T00:00:00.000,Pending,,
Unnati Sharma,Oct-Dec,4050265,Green Valley International School,New School,Ei CARES,2024-11-20T00:00:00.000,Pending,,
Aruna Unnikrishnan,Oct-Dec,3168781,Global City International School,New School,Ei ASSET,2024-11-09T00:00:00.000,Pending,,
Rana Sumit Kumar Singh,Oct-Dec,4091040,Vyasanagar Public School,New School,Ei CARES,2024-11-07T00:00:00.000,Pending,,
Shruti Chauhan,Oct-Dec,3327620,The Vedansh International School,New School,Ei CARES,2024-11-07T00:00:00.000,Pending,,
Saloni Shah,Oct-Dec,5018396,"The Green Acres Academy, Kalyan",New School,Ei ASSET,2024-10-28T00:00:00.000,Pending,,
Saloni Shah,Oct-Dec,3838227,The Green Acres Academy- Mulund,New School,Ei ASSET,2024-10-28T00:00:00.000,Pending,,
Saloni Shah,Oct-Dec,2755127,The Green Acres Academy-Chembur,New School,Ei ASSET,2024-10-28T00:00:00.000,Pending,,
Manavi Khandelwal,Oct-Dec,4164567,Bellwether International School,New School,Ei Mindspark,2024-10-28T00:00:00.000,Pending,,
Sudhi Malhotra,Oct-Dec,5018319,The Magnet Public School,New School,Ei CARES,2024-10-27T00:00:00.000,Pending,,
Tanya Marina Brooks,Oct-Dec,2557342,Banyan Tree School,New School,Ei CARES,2024-10-16T00:00:00.000,Pending,,
Aditya Kumar,Oct-Dec,3078372,Blossom public school,New School,Ei CARES,2024-10-14T00:00:00.000,Pending,,
Saloni Shah,Oct-Dec,5018349,T B Desai Family Public Charitable Trust,New School,Ei ASSET,2024-10-09T00:00:00.000,Pending,,
Nithya Menon,Oct-Dec,5017813,Mother Theresa Memorial School,New School,"Ei ASSET,Ei CARES",2024-10-03T00:00:00.000,Pending,,
Shruti Chauhan,Aug-Sep,3777013,"Allegiance Academy, Kukshi",New School,Ei CARES,2024-09-30T00:00:00.000,Pending,,
Hetal Parmar,Aug-Sep,1035646,Swadhyay Bhavan School,New School,Ei CARES,2024-09-04T00:00:00.000,Pending,,
Sudhi Malhotra,Aug-Sep,1035545,Doon Valley Public School,New School,Ei CARES,2024-08-30T00:00:00.000,Pending,,
Pooja Kapoor,Aug-Sep,5018241,St Christopher Mission School,New School,Ei ASSET,2024-08-29T00:00:00.000,Completed,2025-12-04T10:00:00.000,51788000301939000
Rohit Kumar,Aug-Sep,3515636,Rungta Public School,New School,Ei CARES,2024-08-21T00:00:00.000,Pending,,
